No.,Time,Source,Destination,Protocol,Length,Flow Duration,Flow_Byts/s,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Fwd_Pkt_Len_Max,Bwd_Pkt_Len_Max,Fwd_IAT_Mean,Bwd_IAT_Mean,SYN_Flag_Cnt,RST_Flag_Cnt,ACK_Flag_Cnt,Flow_Pkts/s,Info,Label
254,38.407631,192.168.1.3,192.168.1.5,AJP13,164,0.011985,254,254,0,110,254,38.407631,38.407631,0,0,1,0,AJP13 Error?,DOS
255,38.450688,192.168.1.5,192.168.1.3,TCP,54,0.043057,255,255,0,0,255,38.450688,38.450688,0,0,1,0,50814  >  8009 [ACK] Seq=881 Ack=881 Win=508 Len=0,DOS
256,38.4751,192.168.1.5,142.250.195.106,UDP,71,0.024412,256,256,57,0,256,38.4751,38.4751,0,0,0,0,58110  >  443 Len=29,Normal
257,38.489619,142.250.195.106,192.168.1.5,UDP,67,0.014519,257,257,53,0,257,38.489619,38.489619,0,0,0,0,443  >  58110 Len=25,Normal
258,39.29924,fe80::1,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,ICMPv6,86,0.809621,258,258,0,0,258,39.29924,39.29924,0,0,0,0,Neighbor Solicitation for 2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f from 78:bb:c1:11:e3:e0,DOS
259,39.299754,192.168.1.5,142.250.195.106,UDP,71,0.000514,259,259,57,0,259,39.299754,39.299754,0,0,0,0,58110  >  443 Len=29,Normal
260,39.299818,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,fe80::1,ICMPv6,86,0.000064,260,260,0,0,260,39.299818,39.299818,0,0,0,0,"Neighbor Advertisement 2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f (sol, ovr) is at b4:8c:9d:63:e5:cd",DOS
261,39.315485,142.250.195.106,192.168.1.5,UDP,67,0.015667,261,261,53,0,261,39.315485,39.315485,0,0,0,0,443  >  58110 Len=25,Normal
262,39.813489,192.168.1.5,20.198.118.190,TCP,55,0.498004,262,262,0,1,262,39.813489,39.813489,0,0,1,0,50743  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1,DOS
263,39.842576,20.198.118.190,192.168.1.5,TCP,66,0.029087,263,263,0,0,263,39.842576,39.842576,0,0,1,0,443  >  50743 [ACK] Seq=1 Ack=2 Win=7574 Len=0 SLE=1 SRE=2,DOS
264,40.897098,192.168.1.1,192.168.1.255,UDP,363,1.054522,264,264,349,0,264,40.897098,40.897098,0,0,0,0,34460  >  9995 Len=321,Normal
265,40.924436,192.168.1.5,142.250.195.106,UDP,71,0.027338,265,265,57,0,265,40.924436,40.924436,0,0,0,0,58110  >  443 Len=29,Normal
266,40.95794,142.250.195.106,192.168.1.5,UDP,67,0.033504,266,266,53,0,266,40.95794,40.95794,0,0,0,0,443  >  58110 Len=25,Normal
267,42.666136,192.168.1.5,157.240.192.52,TCP,124,1.708196,267,267,0,70,267,42.666136,42.666136,0,0,1,0,"53549  >  5222 [PSH, ACK] Seq=71 Ack=73 Win=257 Len=70 [TCP PDU reassembled in 795]",DOS
268,42.682138,157.240.192.52,192.168.1.5,TCP,54,0.016002,268,268,0,0,268,42.682138,42.682138,0,0,1,0,5222  >  53549 [ACK] Seq=73 Ack=141 Win=620 Len=0,DOS
269,42.918167,157.240.192.52,192.168.1.5,TCP,126,0.236029,269,269,0,72,269,42.918167,42.918167,0,0,1,0,"5222  >  53549 [PSH, ACK] Seq=73 Ack=141 Win=620 Len=72 [TCP PDU reassembled in 797]",DOS
270,42.97302,192.168.1.5,157.240.192.52,TCP,54,0.054853,270,270,0,0,270,42.97302,42.97302,0,0,1,0,53549  >  5222 [ACK] Seq=141 Ack=145 Win=256 Len=0,DOS
271,43.421954,192.168.1.5,192.168.1.3,TCP,164,0.448934,271,271,0,110,271,43.421954,43.421954,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=881 Ack=881 Win=508 Len=110",DOS
272,43.515739,192.168.1.3,192.168.1.5,TCP,164,0.093785,272,272,0,110,272,43.515739,43.515739,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=881 Ack=991 Win=1253 Len=110",DOS
273,43.565435,192.168.1.5,192.168.1.3,TCP,54,0.049696,273,273,0,0,273,43.565435,43.565435,0,0,1,0,50814  >  8009 [ACK] Seq=991 Ack=991 Win=508 Len=0,DOS
274,44.161977,192.168.1.5,142.250.195.106,UDP,71,0.596542,274,274,57,0,274,44.161977,44.161977,0,0,0,0,58110  >  443 Len=29,Normal
275,44.255183,192.168.1.5,142.250.195.106,UDP,71,0.093206,275,275,57,0,275,44.255183,44.255183,0,0,0,0,58110  >  443 Len=29,Normal
276,44.280017,142.250.195.106,192.168.1.5,UDP,67,0.024834,276,276,53,0,276,44.280017,44.280017,0,0,0,0,443  >  58110 Len=25,Normal
277,44.317913,142.250.195.106,192.168.1.5,UDP,68,0.037896,277,277,54,0,277,44.317913,44.317913,0,0,0,0,443  >  58110 Len=26,Normal
278,44.803031,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2401:4900:50:9::280,DNS,99,0.485118,278,278,0,0,278,44.803031,44.803031,0,0,0,0,Standard query 0x095a A play.googleapis.com,DOS
279,44.804293,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2401:4900:50:9::280,DNS,99,0.001262,279,279,0,0,279,44.804293,44.804293,0,0,0,0,Standard query 0x804e AAAA play.googleapis.com,DOS
280,44.887293,fe80::1,ff02::1,ICMPv6,86,0.083,280,280,0,0,280,44.887293,44.887293,0,0,0,0,Multicast Listener Query,DOS
281,44.888516,fe80::1,ff02::1,ICMPv6,86,0.001223,281,281,0,0,281,44.888516,44.888516,0,0,0,0,Multicast Listener Query,DOS
282,44.891281,fe80::1,ff02::1,ICMPv6,86,0.002765,282,282,0,0,282,44.891281,44.891281,0,0,0,0,Multicast Listener Query,DOS
283,44.896963,2401:4900:50:9::280,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,DNS,163,0.005682,283,283,0,0,283,44.896963,44.896963,0,0,0,0,Standard query response 0x095a A play.googleapis.com A 216.239.38.223 A 216.239.36.223 A 216.239.32.223 A 216.239.34.223,DOS
284,44.896963,2401:4900:50:9::280,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,DNS,159,0,284,284,0,0,284,44.896963,44.896963,0,0,0,0,Standard query response 0x804e AAAA play.googleapis.com SOA ns.dummydomain.com,DOS
285,44.897459,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2401:4900:50:9::220,DNS,99,0.000496,285,285,0,0,285,44.897459,44.897459,0,0,0,0,Standard query 0x804e AAAA play.googleapis.com,DOS
286,44.903346,2401:4900:50:9::220,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,DNS,211,0.005887,286,286,0,0,286,44.903346,44.903346,0,0,0,0,Standard query response 0x804e AAAA play.googleapis.com AAAA 2001:4860:4802:36::223 AAAA 2001:4860:4802:32::223 AAAA 2001:4860:4802:34::223 AAAA 2001:4860:4802:38::223,DOS
287,44.90536,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,86,0.002014,287,287,0,0,287,44.90536,44.90536,1,0,0,0,50985  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,DOS
288,44.917619,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.012259,288,288,0,0,288,44.917619,44.917619,1,0,1,0,"443  >  50985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256",DOS
289,44.917801,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,74,0.000182,289,289,0,0,289,44.917801,44.917801,0,0,1,0,50985  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,DOS
290,44.922036,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TLSv1.3,667,0.004235,290,290,593,593,290,44.922036,44.922036,0,0,1,0,Client Hello (SNI=play.googleapis.com),Normal
291,44.934084,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.012048,291,291,0,0,291,44.934084,44.934084,0,0,1,0,443  >  50985 [ACK] Seq=1 Ack=594 Win=268800 Len=0,DOS
292,44.974791,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,293,0.040707,292,292,219,219,292,44.974791,44.974791,0,0,1,0,"Server Hello, Change Cipher Spec, Application Data",Normal
293,44.97721,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TLSv1.3,154,0.002419,293,293,80,80,293,44.97721,44.97721,0,0,1,0,"Change Cipher Spec, Application Data",Normal
294,44.999995,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.022785,294,294,0,0,294,44.999995,44.999995,0,0,1,0,443  >  50985 [ACK] Seq=220 Ack=674 Win=268800 Len=0,DOS
295,45.020153,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,1514,0.020158,295,295,1440,1440,295,45.020153,45.020153,0,0,1,0,50985  >  443 [ACK] Seq=674 Ack=220 Win=132096 Len=1440 [TCP PDU reassembled in 296],Normal
296,45.020153,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TLSv1.3,1098,0,296,296,1024,2464,296,45.020153,45.020153,0,0,1,0,Application Data,Normal
297,45.022917,2401:4900:1cb9:75b4:7abb:c1ff:fe11:e3e0,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,ICMPv6,1294,0.002764,297,297,0,0,297,45.022917,45.022917,0,0,1,0,Packet Too Big,DOS
298,45.023025,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,1486,0.000108,298,298,1412,2464,298,45.023025,45.023025,0,0,1,0,[TCP Retransmission] 50985  >  443 [ACK] Seq=674 Ack=220 Win=132096 Len=1412,Normal
299,45.032094,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.009069,299,299,0,0,299,45.032094,45.032094,0,0,1,0,[TCP Dup ACK 294#1] 443  >  50985 [ACK] Seq=220 Ack=674 Win=268800 Len=0 SLE=2114 SRE=3138,DOS
300,45.033268,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.001174,300,300,0,0,300,45.033268,45.033268,0,0,1,0,443  >  50985 [ACK] Seq=220 Ack=2086 Win=267520 Len=0 SLE=2114 SRE=3138,DOS
301,45.033347,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,1126,0.000079,301,301,1052,28,301,45.033347,45.033347,0,0,1,0,"[TCP Retransmission] 50985  >  443 [PSH, ACK] Seq=2086 Ack=220 Win=132096 Len=1052 [TCP PDU reassembled in 296]",Normal
302,45.04518,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.011833,302,302,0,0,302,45.04518,45.04518,0,0,1,0,443  >  50985 [ACK] Seq=220 Ack=3138 Win=266496 Len=0 SLE=2114 SRE=3138,DOS
303,45.055682,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2401:4900:50:9::280,DNS,90,0.010502,303,303,0,0,303,45.055682,45.055682,0,0,0,0,Standard query 0x5bfc A c.pki.goog,DOS
304,45.056697,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2401:4900:50:9::280,DNS,90,0.001015,304,304,0,0,304,45.056697,45.056697,0,0,0,0,Standard query 0xdd0a AAAA c.pki.goog,DOS
305,45.138033,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,1147,0.081336,305,305,1073,1073,305,45.138033,45.138033,0,0,1,0,"Application Data, Application Data",Normal
306,45.138033,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,101,0,306,306,27,1100,306,45.138033,45.138033,0,0,1,0,Application Data,Normal
307,45.138108,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,74,0.000075,307,307,0,0,307,45.138108,45.138108,0,0,1,0,50985  >  443 [ACK] Seq=3138 Ack=1320 Win=131072 Len=0,DOS
308,45.140039,2401:4900:50:9::280,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,DNS,141,0.001931,308,308,0,0,308,45.140039,45.140039,0,0,0,0,Standard query response 0x5bfc A c.pki.goog CNAME pki-goog.l.google.com A 142.250.205.227,DOS
309,45.140039,2401:4900:50:9::280,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,DNS,153,0,309,309,0,0,309,45.140039,45.140039,0,0,0,0,Standard query response 0xdd0a AAAA c.pki.goog CNAME pki-goog.l.google.com AAAA 2404:6800:4007:82d::2003,DOS
310,45.145205,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:82d::2003,TCP,86,0.005166,310,310,0,0,310,45.145205,45.145205,1,0,0,0,50986  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,DOS
311,45.1945,fe80::2384:bfe:f960:baf1,ff02::1:ff60:baf1,ICMPv6,86,0.049295,311,311,0,0,311,45.1945,45.1945,0,0,0,0,Multicast Listener Report,DOS
312,45.195794,fe80::2384:bfe:f960:baf1,ff02::1:ff60:baf1,ICMPv6,86,0.001294,312,312,0,0,312,45.195794,45.195794,0,0,0,0,Multicast Listener Report,DOS
313,45.197169,fe80::2384:bfe:f960:baf1,ff02::1:ff60:baf1,ICMPv6,86,0.001375,313,313,0,0,313,45.197169,45.197169,0,0,0,0,Multicast Listener Report,DOS
314,45.219663,2404:6800:4007:82d::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.022494,314,314,0,0,314,45.219663,45.219663,1,0,1,0,"80  >  50986 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256",DOS
315,45.219819,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:82d::2003,TCP,74,0.000156,315,315,0,0,315,45.219819,45.219819,0,0,1,0,50986  >  80 [ACK] Seq=1 Ack=1 Win=66048 Len=0,DOS
316,45.220605,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:82d::2003,HTTP,274,0.000786,316,316,200,200,316,45.220605,45.220605,0,0,1,0,GET /r/r4.crl HTTP/1.1 ,Normal
317,45.231123,2404:6800:4007:82d::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0.010518,317,317,0,0,317,45.231123,45.231123,0,0,1,0,80  >  50986 [ACK] Seq=1 Ack=201 Win=269312 Len=0,DOS
318,45.231832,2404:6800:4007:82d::2003,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,HTTP,297,0.000709,318,318,223,223,318,45.231832,45.231832,0,0,1,0,HTTP/1.1 304 Not Modified ,Normal
319,45.291455,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2404:6800:4007:82d::2003,TCP,74,0.059623,319,319,0,0,319,45.291455,45.291455,0,0,1,0,50986  >  80 [ACK] Seq=201 Ack=224 Win=65792 Len=0,DOS
320,45.297104,fe80::2384:bfe:f960:baf1,ff02::c,ICMPv6,86,0.005649,320,320,0,0,320,45.297104,45.297104,0,0,0,0,Multicast Listener Report,DOS
321,45.299233,fe80::2384:bfe:f960:baf1,ff02::c,ICMPv6,86,0.002129,321,321,0,0,321,45.299233,45.299233,0,0,0,0,Multicast Listener Report,DOS
322,45.300603,fe80::2384:bfe:f960:baf1,ff02::c,ICMPv6,86,0.00137,322,322,0,0,322,45.300603,45.300603,0,0,0,0,Multicast Listener Report,DOS
323,45.347631,fe80::b499:9e20:ab9:116b,ff02::fb,ICMPv6,86,0.047028,323,323,0,0,323,45.347631,45.347631,0,0,0,0,Multicast Listener Report,DOS
324,45.347736,fe80::b499:9e20:ab9:116b,ff02::1:3,ICMPv6,86,0.000105,324,324,0,0,324,45.347736,45.347736,0,0,0,0,Multicast Listener Report,DOS
325,45.347785,fe80::b499:9e20:ab9:116b,ff02::1:ff27:c92f,ICMPv6,86,0.000049,325,325,0,0,325,45.347785,45.347785,0,0,0,0,Multicast Listener Report,DOS
326,45.347827,fe80::b499:9e20:ab9:116b,ff02::1:ff94:4a9,ICMPv6,86,0.000042,326,326,0,0,326,45.347827,45.347827,0,0,0,0,Multicast Listener Report,DOS
327,45.347868,fe80::b499:9e20:ab9:116b,ff02::1:ffb9:116b,ICMPv6,86,0.000041,327,327,0,0,327,45.347868,45.347868,0,0,0,0,Multicast Listener Report,DOS
328,45.371796,192.168.1.5,148.113.20.105,TCP,55,0.023928,328,328,0,1,328,45.371796,45.371796,0,0,1,0,[TCP Keep-Alive] 51966  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1,DOS
329,45.4673,148.113.20.105,192.168.1.5,TCP,66,0.095504,329,329,0,0,329,45.4673,45.4673,0,0,1,0,[TCP Keep-Alive ACK] 443  >  51966 [ACK] Seq=2 Ack=1 Win=501 Len=0 SLE=0 SRE=1,DOS
330,45.711032,fe80::2384:bfe:f960:baf1,ff05::c,ICMPv6,86,0.243732,330,330,0,0,330,45.711032,45.711032,0,0,0,0,Multicast Listener Report,DOS
331,45.810441,fe80::2384:bfe:f960:baf1,ff05::c,ICMPv6,86,0.099409,331,331,0,0,331,45.810441,45.810441,0,0,0,0,Multicast Listener Report,DOS
332,45.810514,fe80::2384:bfe:f960:baf1,ff05::c,ICMPv6,86,0.000073,332,332,0,0,332,45.810514,45.810514,0,0,0,0,Multicast Listener Report,DOS
333,45.81409,fe80::2384:bfe:f960:baf1,ff02::1:ff57:228f,ICMPv6,86,0.003576,333,333,0,0,333,45.81409,45.81409,0,0,0,0,Multicast Listener Report,DOS
334,45.814135,fe80::2384:bfe:f960:baf1,ff02::1:ff57:228f,ICMPv6,86,0.000045,334,334,0,0,334,45.814135,45.814135,0,0,0,0,Multicast Listener Report,DOS
335,45.911418,fe80::2384:bfe:f960:baf1,ff02::1:ff57:228f,ICMPv6,86,0.097283,335,335,0,0,335,45.911418,45.911418,0,0,0,0,Multicast Listener Report,DOS
336,46.423285,fe80::2384:bfe:f960:baf1,ff02::1:ff65:1fbe,ICMPv6,86,0.511867,336,336,0,0,336,46.423285,46.423285,0,0,0,0,Multicast Listener Report,DOS
337,46.424636,fe80::2384:bfe:f960:baf1,ff02::1:ff65:1fbe,ICMPv6,86,0.001351,337,337,0,0,337,46.424636,46.424636,0,0,0,0,Multicast Listener Report,DOS
338,46.427362,fe80::2384:bfe:f960:baf1,ff02::1:ff65:1fbe,ICMPv6,86,0.002726,338,338,0,0,338,46.427362,46.427362,0,0,0,0,Multicast Listener Report,DOS
339,47.961444,192.168.1.1,192.168.1.255,UDP,363,1.534082,339,339,349,0,339,47.961444,47.961444,0,0,0,0,34460  >  9995 Len=321,Normal
340,48.518599,192.168.1.5,192.168.1.3,TCP,164,0.557155,340,340,0,110,340,48.518599,48.518599,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=991 Ack=991 Win=508 Len=110",DOS
341,48.576251,192.168.1.3,192.168.1.5,TCP,164,0.057652,341,341,0,110,341,48.576251,48.576251,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=991 Ack=1101 Win=1253 Len=110",DOS
342,48.630044,192.168.1.5,192.168.1.3,TCP,54,0.053793,342,342,0,0,342,48.630044,48.630044,0,0,1,0,50814  >  8009 [ACK] Seq=1101 Ack=1101 Win=508 Len=0,DOS
343,50.72409,192.168.1.5,142.250.195.106,UDP,71,2.094046,343,343,57,0,343,50.72409,50.72409,0,0,0,0,58110  >  443 Len=29,Normal
344,50.831832,142.250.195.106,192.168.1.5,UDP,68,0.107742,344,344,54,0,344,50.831832,50.831832,0,0,0,0,443  >  58110 Len=26,Normal
345,51.138374,142.250.195.106,192.168.1.5,UDP,184,0.306542,345,345,170,0,345,51.138374,51.138374,0,0,0,0,443  >  58110 Len=142,Normal
346,51.144543,192.168.1.5,142.250.195.106,UDP,75,0.006169,346,346,61,0,346,51.144543,51.144543,0,0,0,0,58110  >  443 Len=33,Normal
347,51.344163,192.168.1.5,142.250.195.106,UDP,71,0.19962,347,347,57,0,347,51.344163,51.344163,0,0,0,0,58110  >  443 Len=29,Normal
348,51.389506,142.250.195.106,192.168.1.5,UDP,67,0.045343,348,348,53,0,348,51.389506,51.389506,0,0,0,0,443  >  58110 Len=25,Normal
349,51.603984,192.168.1.5,142.250.195.106,UDP,71,0.214478,349,349,57,0,349,51.603984,51.603984,0,0,0,0,58110  >  443 Len=29,Normal
350,51.656453,142.250.195.106,192.168.1.5,UDP,67,0.052469,350,350,53,0,350,51.656453,51.656453,0,0,0,0,443  >  58110 Len=25,Normal
351,51.862294,192.168.1.5,142.250.195.106,UDP,71,0.205841,351,351,57,0,351,51.862294,51.862294,0,0,0,0,58110  >  443 Len=29,Normal
352,51.881721,142.250.195.106,192.168.1.5,UDP,67,0.019427,352,352,53,0,352,51.881721,51.881721,0,0,0,0,443  >  58110 Len=25,Normal
353,52.091546,192.168.1.5,142.250.195.106,UDP,71,0.209825,353,353,57,0,353,52.091546,52.091546,0,0,0,0,58110  >  443 Len=29,Normal
354,52.172643,142.250.195.106,192.168.1.5,UDP,67,0.081097,354,354,53,0,354,52.172643,52.172643,0,0,0,0,443  >  58110 Len=25,Normal
355,52.382206,192.168.1.5,142.250.195.106,UDP,71,0.209563,355,355,57,0,355,52.382206,52.382206,0,0,0,0,58110  >  443 Len=29,Normal
356,52.454761,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,1486,0.072555,356,356,1412,1412,356,52.454761,52.454761,0,0,1,0,50985  >  443 [ACK] Seq=3138 Ack=1320 Win=131072 Len=1412 [TCP PDU reassembled in 358],Normal
357,52.454761,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,1486,0,357,357,1412,2824,357,52.454761,52.454761,0,0,1,0,50985  >  443 [ACK] Seq=4550 Ack=1320 Win=131072 Len=1412 [TCP PDU reassembled in 358],Normal
358,52.454761,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TLSv1.3,658,0,358,358,584,3408,358,52.454761,52.454761,0,0,1,0,Application Data,Normal
359,52.459683,142.250.195.106,192.168.1.5,UDP,67,0.004922,359,359,53,0,359,52.459683,52.459683,0,0,0,0,443  >  58110 Len=25,Normal
360,52.471932,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,86,0.012249,360,360,0,0,360,52.471932,52.471932,0,0,1,0,[TCP Dup ACK 302#1] 443  >  50985 [ACK] Seq=1320 Ack=3138 Win=266496 Len=0 SLE=5962 SRE=6546,DOS
361,52.471932,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TCP,74,0,361,361,0,0,361,52.471932,52.471932,0,0,1,0,443  >  50985 [ACK] Seq=1320 Ack=6546 Win=263168 Len=0,DOS
362,52.562233,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,524,0.090301,362,362,450,450,362,52.562233,52.562233,0,0,1,0,Application Data,Normal
363,52.562233,2001:4860:4802:36::223,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,TLSv1.3,101,0,363,363,27,477,363,52.562233,52.562233,0,0,1,0,Application Data,Normal
364,52.562338,2401:4900:1cb9:75b4:6d0b:ad4e:1327:c92f,2001:4860:4802:36::223,TCP,74,0.000105,364,364,0,0,364,52.562338,52.562338,0,0,1,0,50985  >  443 [ACK] Seq=6546 Ack=1797 Win=132352 Len=0,DOS
365,52.667729,192.168.1.5,142.250.195.106,UDP,71,0.105391,365,365,57,0,365,52.667729,52.667729,0,0,0,0,58110  >  443 Len=29,Normal
366,52.704805,142.250.195.106,192.168.1.5,UDP,67,0.037076,366,366,53,0,366,52.704805,52.704805,0,0,0,0,443  >  58110 Len=25,Normal
367,53.112344,192.168.1.5,142.250.195.106,UDP,71,0.407539,367,367,57,0,367,53.112344,53.112344,0,0,0,0,58110  >  443 Len=29,Normal
368,53.154148,142.250.195.106,192.168.1.5,UDP,67,0.041804,368,368,53,0,368,53.154148,53.154148,0,0,0,0,443  >  58110 Len=25,Normal
369,53.593719,192.168.1.5,192.168.1.3,TCP,164,0.439571,369,369,0,110,369,53.593719,53.593719,0,0,1,0,"50814  >  8009 [PSH, ACK] Seq=1101 Ack=1101 Win=508 Len=110",DOS
370,53.634398,192.168.1.3,192.168.1.5,TCP,164,0.040679,370,370,0,110,370,53.634398,53.634398,0,0,1,0,"8009  >  50814 [PSH, ACK] Seq=1101 Ack=1211 Win=1253 Len=110",DOS
371,53.675476,192.168.1.5,192.168.1.3,TCP,54,0.041078,371,371,0,0,371,53.675476,53.675476,0,0,1,0,50814  >  8009 [ACK] Seq=1211 Ack=1211 Win=507 Len=0,DOS
372,53.957864,192.168.1.5,142.250.195.106,UDP,71,0.282388,372,372,57,0,372,53.957864,53.957864,0,0,0,0,58110  >  443 Len=29,Normal
373,53.980034,142.250.195.106,192.168.1.5,UDP,67,0.02217,373,373,53,0,373,53.980034,53.980034,0,0,0,0,443  >  58110 Len=25,Normal
374,54.990706,192.168.1.3,224.0.0.251,MDNS,102,1.010672,374,374,88,0,374,54.990706,54.990706,0,0,0,0,"Standard query 0x0000 A 37eca75f-b63c-ed07-a305-84d29a9b2ec6.local, ""QM"" question",Normal
375,55.002873,fe80::2384:bfe:f960:baf1,ff02::fb,MDNS,122,0.012167,375,375,0,0,375,55.002873,55.002873,0,0,0,0,"Standard query 0x0000 A 37eca75f-b63c-ed07-a305-84d29a9b2ec6.local, ""QM"" question",DOS
376,55.023054,192.168.1.3,224.0.0.251,MDNS,112,0.020181,376,376,98,0,376,55.023054,55.023054,0,0,0,0,"Standard query response 0x0000 A, cache flush 192.168.1.3",Normal
377,55.169426,192.168.1.1,192.168.1.255,UDP,363,0.146372,377,377,349,0,377,55.169426,55.169426,0,0,0,0,34460  >  9995 Len=321,Normal
378,55.278682,fe80::2384:bfe:f960:baf1,ff02::fb,MDNS,102,0.109256,378,378,0,0,378,55.278682,55.278682,0,0,0,0,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question",DOS
379,55.312202,fe80::2384:bfe:f960:baf1,ff02::fb,MDNS,449,0.03352,379,379,0,0,379,55.312202,55.312202,0,0,0,0,"Standard query response 0x0000 PTR Xstream4_AR-37eca75fb63ced07a30584d29a9b2ec6._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 37eca75f-b63c-ed07-a305-84d29a9b2ec6.local AAAA, cache flush 2401:4900:1cb9:75b4:94a8:826e:2857:228f",DOS
380,55.475203,192.168.1.5,148.113.20.105,TCP,55,0.163001,380,380,0,0,380,55.475203,55.475203,0,0,1,0,[TCP Keep-Alive] 51966  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1,DOS
381,55.50579,148.113.20.105,192.168.1.5,TCP,54,0.030587,381,381,0,0,381,55.50579,55.50579,0,0,1,0,[TCP Keep-Alive] 443  >  51966 [ACK] Seq=1 Ack=1 Win=501 Len=0,DOS
382,55.506692,192.168.1.5,148.113.20.105,TCP,54,0.000902,382,382,0,0,382,55.506692,55.506692,0,0,1,0,[TCP Keep-Alive ACK] 51966  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0,DOS
